transaction_id,true_label,predicted_label,illicit_probability,is_flagged,confidence
42809,1,1,1.0,1,1.0
31539,1,1,1.0,1,1.0
30636,1,1,1.0,1,1.0
30596,1,1,1.0,1,1.0
42849,1,1,1.0,1,1.0
23755,1,1,1.0,1,1.0
44070,1,1,1.0,1,1.0
44076,1,1,1.0,1,1.0
44078,1,1,1.0,1,1.0
44087,1,1,1.0,1,1.0
7695,1,1,1.0,1,1.0
7559,1,1,1.0,1,1.0
7573,1,1,1.0,1,1.0
42745,1,1,1.0,1,1.0
42871,1,1,1.0,1,1.0
17180,1,1,1.0,1,1.0
34878,1,1,1.0,1,1.0
18953,1,1,1.0,1,1.0
17277,1,1,1.0,1,1.0
1210,1,1,1.0,1,1.0
1211,1,1,1.0,1,1.0
26992,1,1,1.0,1,1.0
26311,1,1,1.0,1,1.0
26855,1,1,1.0,1,1.0
26858,1,1,1.0,1,1.0
36652,1,1,1.0,1,1.0
36556,1,1,1.0,1,1.0
1299,1,1,1.0,1,1.0
1306,1,1,1.0,1,1.0
10338,1,1,1.0,1,1.0
10143,1,1,1.0,1,1.0
22408,1,1,1.0,1,1.0
22370,1,1,1.0,1,1.0
7432,1,1,1.0,1,1.0
31886,1,1,1.0,1,1.0
31934,1,1,1.0,1,1.0
7437,1,1,1.0,1,1.0
10637,1,1,1.0,1,1.0
10654,1,1,1.0,1,1.0
10584,1,1,1.0,1,1.0
22250,1,1,1.0,1,1.0
42197,1,1,1.0,1,1.0
7403,0,1,1.0,1,1.0
23862,1,1,1.0,1,1.0
21976,1,1,1.0,1,1.0
44118,1,1,1.0,1,1.0
10805,1,1,1.0,1,1.0
10757,1,1,1.0,1,1.0
36818,1,1,1.0,1,1.0
17002,1,1,1.0,1,1.0
17005,1,1,1.0,1,1.0
16973,1,1,1.0,1,1.0
16980,1,1,1.0,1,1.0
17098,1,1,1.0,1,1.0
17061,1,1,1.0,1,1.0
36798,1,1,1.0,1,1.0
17015,1,1,1.0,1,1.0
37043,1,1,1.0,1,1.0
19046,1,1,1.0,1,1.0
19000,1,1,1.0,1,1.0
18946,1,1,1.0,1,1.0
27119,1,1,1.0,1,1.0
45769,1,1,1.0,1,1.0
27040,1,1,1.0,1,1.0
45705,1,1,1.0,1,1.0
10921,1,1,1.0,1,1.0
42196,1,1,1.0,1,1.0
10758,1,1,1.0,1,1.0
11084,1,1,1.0,1,1.0
10948,1,1,1.0,1,1.0
44239,1,1,1.0,1,1.0
7190,1,1,1.0,1,1.0
32231,1,1,1.0,1,1.0
11146,1,1,1.0,1,1.0
6914,1,1,1.0,1,1.0
30089,1,1,1.0,1,1.0
21844,1,1,1.0,1,1.0
6722,1,1,1.0,1,1.0
7020,1,1,1.0,1,1.0
21708,1,1,1.0,1,1.0
32237,1,1,1.0,1,1.0
11368,1,1,1.0,1,1.0
27183,1,1,1.0,1,1.0
1596,1,1,1.0,1,1.0
26120,1,1,1.0,1,1.0
1497,1,1,1.0,1,1.0
1508,1,1,1.0,1,1.0
19113,1,1,1.0,1,1.0
19170,1,1,1.0,1,1.0
1678,1,1,1.0,1,1.0
16924,1,1,1.0,1,1.0
16939,1,1,1.0,1,1.0
6783,1,1,1.0,1,1.0
32211,1,1,1.0,1,1.0
6885,1,1,1.0,1,1.0
6709,1,1,1.0,1,1.0
6861,1,1,1.0,1,1.0
11503,1,1,1.0,1,1.0
11452,1,1,1.0,1,1.0
11469,1,1,1.0,1,1.0
29928,1,1,1.0,1,1.0
30058,1,1,1.0,1,1.0
11475,1,1,1.0,1,1.0
11525,1,1,1.0,1,1.0
11529,1,1,1.0,1,1.0
11432,1,1,1.0,1,1.0
41622,1,1,1.0,1,1.0
16852,1,1,1.0,1,1.0
16859,1,1,1.0,1,1.0
34494,1,1,1.0,1,1.0
45689,1,1,1.0,1,1.0
45691,1,1,1.0,1,1.0
37198,1,1,1.0,1,1.0
16629,1,1,1.0,1,1.0
16632,1,1,1.0,1,1.0
16671,1,1,1.0,1,1.0
16621,1,1,1.0,1,1.0
32323,1,1,1.0,1,1.0
32396,1,1,1.0,1,1.0
21586,1,1,1.0,1,1.0
11679,1,1,1.0,1,1.0
11644,1,1,1.0,1,1.0
41523,1,1,1.0,1,1.0
11623,1,1,1.0,1,1.0
6663,1,1,1.0,1,1.0
29889,1,1,1.0,1,1.0
41394,1,1,1.0,1,1.0
44321,1,1,1.0,1,1.0
44323,1,1,1.0,1,1.0
11737,1,1,1.0,1,1.0
11955,1,1,1.0,1,1.0
6360,1,1,1.0,1,1.0
6350,1,1,1.0,1,1.0
6380,1,1,1.0,1,1.0
6437,1,1,1.0,1,1.0
44399,1,1,1.0,1,1.0
21320,1,1,1.0,1,1.0
6398,1,1,1.0,1,1.0
6485,1,1,1.0,1,1.0
6436,1,1,1.0,1,1.0
34392,1,1,1.0,1,1.0
37345,1,1,1.0,1,1.0
37350,1,1,1.0,1,1.0
27434,1,1,1.0,1,1.0
26048,1,1,1.0,1,1.0
1893,1,1,1.0,1,1.0
34479,1,1,1.0,1,1.0
2071,1,1,1.0,1,1.0
11897,1,1,1.0,1,1.0
24444,1,1,1.0,1,1.0
29531,1,1,1.0,1,1.0
29456,1,1,1.0,1,1.0
29489,1,1,1.0,1,1.0
6230,1,1,1.0,1,1.0
6254,1,1,1.0,1,1.0
11903,1,1,1.0,1,1.0
11979,1,1,1.0,1,1.0
41231,1,1,1.0,1,1.0
41233,1,1,1.0,1,1.0
5731,1,1,1.0,1,1.0
6071,1,1,1.0,1,1.0
6019,1,1,1.0,1,1.0
32595,1,1,1.0,1,1.0
24589,1,1,1.0,1,1.0
5863,1,1,1.0,1,1.0
5766,1,1,1.0,1,1.0
21231,1,1,1.0,1,1.0
32661,1,1,1.0,1,1.0
32631,1,1,1.0,1,1.0
12343,1,1,1.0,1,1.0
21237,1,1,1.0,1,1.0
41128,1,1,1.0,1,1.0
5854,1,1,1.0,1,1.0
44487,1,1,1.0,1,1.0
5819,1,1,1.0,1,1.0
24777,1,1,1.0,1,1.0
29403,1,1,1.0,1,1.0
44556,1,1,1.0,1,1.0
44523,1,1,1.0,1,1.0
29301,1,1,1.0,1,1.0
12346,1,1,1.0,1,1.0
12371,1,1,1.0,1,1.0
37625,1,1,1.0,1,1.0
45605,1,1,1.0,1,1.0
19375,1,1,1.0,1,1.0
34368,1,1,1.0,1,1.0
2131,1,1,1.0,1,1.0
2135,1,1,1.0,1,1.0
2099,1,1,1.0,1,1.0
34429,1,1,1.0,1,1.0
2161,1,1,1.0,1,1.0
41022,1,1,1.0,1,1.0
12536,1,1,1.0,1,1.0
12565,1,1,1.0,1,1.0
12496,1,1,1.0,1,1.0
12507,1,1,1.0,1,1.0
12615,1,1,1.0,1,1.0
12643,1,1,1.0,1,1.0
41155,1,1,1.0,1,1.0
5681,1,1,1.0,1,1.0
5265,1,1,1.0,1,1.0
40945,1,1,1.0,1,1.0
40893,1,1,1.0,1,1.0
25848,1,1,1.0,1,1.0
27734,1,1,1.0,1,1.0
27659,1,1,1.0,1,1.0
27430,1,1,1.0,1,1.0
2589,1,1,1.0,1,1.0
19530,1,1,1.0,1,1.0
2378,1,1,1.0,1,1.0
40951,1,1,1.0,1,1.0
12744,1,1,1.0,1,1.0
5387,1,1,1.0,1,1.0
5111,1,1,1.0,1,1.0
40992,1,1,1.0,1,1.0
32695,1,1,1.0,1,1.0
32648,1,1,1.0,1,1.0
40668,1,1,1.0,1,1.0
32865,1,1,1.0,1,1.0
24768,1,1,1.0,1,1.0
32818,1,1,1.0,1,1.0
24667,1,1,1.0,1,1.0
24804,1,1,1.0,1,1.0
24762,1,1,1.0,1,1.0
12933,1,1,1.0,1,1.0
5250,1,1,1.0,1,1.0
40659,1,1,1.0,1,1.0
40457,1,1,1.0,1,1.0
40574,1,1,1.0,1,1.0
40583,1,1,1.0,1,1.0
40588,1,1,1.0,1,1.0
44645,1,1,1.0,1,1.0
5187,1,1,1.0,1,1.0
13119,1,1,1.0,1,1.0
5174,1,1,1.0,1,1.0
4942,1,1,1.0,1,1.0
13185,1,1,1.0,1,1.0
13220,1,1,1.0,1,1.0
37855,1,1,1.0,1,1.0
37864,1,1,1.0,1,1.0
34171,1,1,1.0,1,1.0
45390,1,1,1.0,1,1.0
2533,1,1,1.0,1,1.0
16222,1,1,1.0,1,1.0
13313,1,1,1.0,1,1.0
13322,1,1,1.0,1,1.0
13194,1,1,1.0,1,1.0
13355,1,1,1.0,1,1.0
13376,1,1,1.0,1,1.0
44700,1,1,1.0,1,1.0
44655,1,1,1.0,1,1.0
5025,1,1,1.0,1,1.0
32843,1,1,1.0,1,1.0
32851,1,1,1.0,1,1.0
44657,1,1,1.0,1,1.0
44593,1,1,1.0,1,1.0
13492,1,1,1.0,1,1.0
24854,1,1,1.0,1,1.0
28970,1,1,1.0,1,1.0
44754,1,1,1.0,1,1.0
13565,1,1,1.0,1,1.0
44776,1,1,1.0,1,1.0
4732,1,1,1.0,1,1.0
13599,1,1,1.0,1,1.0
4645,1,1,1.0,1,1.0
4653,1,1,1.0,1,1.0
4440,1,1,1.0,1,1.0
4454,1,1,1.0,1,1.0
4691,1,1,1.0,1,1.0
4723,1,1,1.0,1,1.0
34068,1,1,1.0,1,1.0
15923,1,1,1.0,1,1.0
25776,1,1,1.0,1,1.0
25728,1,1,1.0,1,1.0
38032,1,1,1.0,1,1.0
2683,1,1,1.0,1,1.0
25775,1,1,1.0,1,1.0
37830,1,1,1.0,1,1.0
19697,1,1,1.0,1,1.0
19700,1,1,1.0,1,1.0
13676,1,1,1.0,1,1.0
40255,1,1,1.0,1,1.0
40199,1,1,1.0,1,1.0
13655,1,1,1.0,1,1.0
4402,1,1,1.0,1,1.0
13720,1,1,1.0,1,1.0
4439,1,1,1.0,1,1.0
4531,1,1,1.0,1,1.0
4472,1,1,1.0,1,1.0
4501,1,1,1.0,1,1.0
4557,1,1,1.0,1,1.0
4558,1,1,1.0,1,1.0
4579,1,1,1.0,1,1.0
4301,1,1,1.0,1,1.0
40135,1,1,1.0,1,1.0
40060,1,1,1.0,1,1.0
13804,1,1,1.0,1,1.0
20950,1,1,1.0,1,1.0
33129,1,1,1.0,1,1.0
19826,1,1,1.0,1,1.0
38426,1,1,1.0,1,1.0
38433,1,1,1.0,1,1.0
38180,1,1,1.0,1,1.0
38140,1,1,1.0,1,1.0
38141,1,1,1.0,1,1.0
19832,1,1,1.0,1,1.0
45321,1,1,1.0,1,1.0
45332,1,1,1.0,1,1.0
40090,1,1,1.0,1,1.0
39934,1,1,1.0,1,1.0
45061,1,1,1.0,1,1.0
45087,1,1,1.0,1,1.0
45045,1,1,1.0,1,1.0
14040,1,1,1.0,1,1.0
4152,1,1,1.0,1,1.0
20553,1,1,1.0,1,1.0
39666,1,1,1.0,1,1.0
39680,1,1,1.0,1,1.0
39647,1,1,1.0,1,1.0
39747,1,1,1.0,1,1.0
3822,1,1,1.0,1,1.0
3824,1,1,1.0,1,1.0
44976,1,1,1.0,1,1.0
44984,1,1,1.0,1,1.0
39524,1,1,1.0,1,1.0
39734,1,1,1.0,1,1.0
39825,1,1,1.0,1,1.0
14121,1,1,1.0,1,1.0
45046,1,1,1.0,1,1.0
28765,1,1,1.0,1,1.0
14400,1,1,1.0,1,1.0
14366,1,1,1.0,1,1.0
39377,1,1,1.0,1,1.0
38491,1,1,1.0,1,1.0
15435,1,1,1.0,1,1.0
25505,1,1,1.0,1,1.0
27822,1,1,1.0,1,1.0
3025,1,1,1.0,1,1.0
33269,1,1,1.0,1,1.0
20381,1,1,1.0,1,1.0
39357,1,1,1.0,1,1.0
39429,1,1,1.0,1,1.0
3447,1,1,1.0,1,1.0
3682,1,1,1.0,1,1.0
3684,1,1,1.0,1,1.0
28511,1,1,1.0,1,1.0
3446,1,1,1.0,1,1.0
39243,1,1,1.0,1,1.0
14528,1,1,1.0,1,1.0
20487,1,1,1.0,1,1.0
20258,1,1,1.0,1,1.0
28378,1,1,1.0,1,1.0
39128,1,1,1.0,1,1.0
3580,1,1,1.0,1,1.0
3439,1,1,1.0,1,1.0
14885,1,1,1.0,1,1.0
38931,1,1,1.0,1,1.0
39143,1,1,1.0,1,1.0
14879,1,1,1.0,1,1.0
3318,1,1,1.0,1,1.0
3320,1,1,1.0,1,1.0
3393,1,1,1.0,1,1.0
45272,1,1,1.0,1,1.0
3342,1,1,1.0,1,1.0
3308,1,1,1.0,1,1.0
38749,1,1,1.0,1,1.0
15126,1,1,1.0,1,1.0
14929,1,1,1.0,1,1.0
3090,1,1,1.0,1,1.0
20137,1,1,1.0,1,1.0
3159,1,1,1.0,1,1.0
20157,1,1,1.0,1,1.0
36,1,1,1.0,1,1.0
132,1,1,1.0,1,1.0
18364,1,1,1.0,1,1.0
51,1,1,1.0,1,1.0
424,1,1,1.0,1,1.0
169,1,1,1.0,1,1.0
364,1,1,1.0,1,1.0
46429,1,1,1.0,1,1.0
8484,1,1,1.0,1,1.0
206,1,1,1.0,1,1.0
236,1,1,1.0,1,1.0
8855,1,1,1.0,1,1.0
8820,1,1,1.0,1,1.0
8825,1,1,1.0,1,1.0
8873,1,1,1.0,1,1.0
18508,1,1,1.0,1,1.0
35243,1,1,1.0,1,1.0
35399,1,1,1.0,1,1.0
592,1,1,1.0,1,1.0
35514,1,1,1.0,1,1.0
35390,1,1,1.0,1,1.0
18562,1,1,1.0,1,1.0
18502,1,1,1.0,1,1.0
18339,1,1,1.0,1,1.0
18294,1,1,1.0,1,1.0
18324,1,1,1.0,1,1.0
18250,1,1,1.0,1,1.0
31266,1,1,0.9999999,1,0.9999999
46164,1,1,0.9999999,1,0.9999999
26551,1,1,0.9999999,1,0.9999999
35395,1,1,0.9999999,1,0.9999999
185,1,1,0.9999999,1,0.9999999
43879,1,1,0.9999999,1,0.9999999
17747,1,1,0.9999999,1,0.9999999
36088,1,1,0.9999999,1,0.9999999
38661,1,1,0.9999999,1,0.9999999
11263,1,1,0.9999999,1,0.9999999
7078,1,1,0.9999999,1,0.9999999
11147,1,1,0.9999999,1,0.9999999
38089,1,1,0.9999999,1,0.9999999
2679,1,1,0.9999999,1,0.9999999
4710,1,1,0.9999999,1,0.9999999
2738,1,1,0.9999999,1,0.9999999
25656,1,1,0.9999999,1,0.9999999
6753,1,1,0.9999999,1,0.9999999
32293,1,1,0.9999999,1,0.9999999
19624,1,1,0.9999999,1,0.9999999
16874,1,1,0.9999999,1,0.9999999
19053,1,1,0.9999999,1,0.9999999
1672,1,1,0.9999999,1,0.9999999
37026,1,1,0.9999999,1,0.9999999
16887,1,1,0.9999999,1,0.9999999
6811,1,1,0.9999999,1,0.9999999
36363,1,1,0.9999999,1,0.9999999
35049,1,1,0.9999999,1,0.9999999
39234,1,1,0.9999999,1,0.9999999
14505,1,1,0.9999999,1,0.9999999
20294,1,1,0.9999999,1,0.9999999
26848,1,1,0.9999999,1,0.9999999
10039,1,1,0.9999999,1,0.9999999
14585,1,1,0.9999999,1,0.9999999
18878,1,1,0.9999999,1,0.9999999
18798,1,1,0.9999999,1,0.9999999
31495,1,1,0.9999999,1,0.9999999
3250,1,1,0.9999999,1,0.9999999
14895,1,1,0.9999999,1,0.9999999
30800,1,1,0.9999999,1,0.9999999
36251,1,1,0.9999999,1,0.9999999
46023,1,1,0.9999999,1,0.9999999
31413,1,1,0.9999999,1,0.9999999
3367,1,1,0.9999999,1,0.9999999
6306,1,1,0.9999999,1,0.9999999
39585,1,1,0.9999999,1,0.9999999
39513,1,1,0.9999999,1,0.9999999
33748,1,1,0.9999999,1,0.9999999
15447,1,1,0.9999999,1,0.9999999
6153,1,1,0.9999999,1,0.9999999
12303,1,1,0.9999999,1,0.9999999
12221,1,1,0.9999999,1,0.9999999
12065,1,1,0.9999999,1,0.9999999
32613,1,1,0.9999999,1,0.9999999
32536,1,1,0.9999999,1,0.9999999
5951,1,1,0.9999999,1,0.9999999
5875,1,1,0.9999999,1,0.9999999
24495,1,1,0.9999999,1,0.9999999
3638,1,1,0.9999999,1,0.9999999
14645,1,1,0.9999999,1,0.9999999
5435,1,1,0.9999999,1,0.9999999
32838,1,1,0.9999999,1,0.9999999
32726,1,1,0.9999999,1,0.9999999
32756,1,1,0.9999999,1,0.9999999
29029,1,1,0.9999999,1,0.9999999
11083,1,1,0.9999999,1,0.9999999
27989,1,1,0.9999999,1,0.9999999
2933,1,1,0.9999999,1,0.9999999
19770,1,1,0.9999999,1,0.9999999
15567,1,1,0.9999999,1,0.9999999
4619,1,1,0.9999999,1,0.9999999
13542,1,1,0.9999999,1,0.9999999
28813,1,1,0.9999999,1,0.9999999
7137,1,1,0.9999999,1,0.9999999
40476,1,1,0.9999999,1,0.9999999
1738,1,1,0.9999999,1,0.9999999
16624,1,1,0.9999999,1,0.9999999
39706,1,1,0.9999999,1,0.9999999
39707,1,1,0.9999999,1,0.9999999
7416,1,1,0.9999999,1,0.9999999
7523,1,1,0.9999999,1,0.9999999
33212,1,1,0.9999999,1,0.9999999
33225,1,1,0.9999999,1,0.9999999
36754,1,1,0.9999999,1,0.9999999
1263,1,1,0.9999999,1,0.9999999
18947,1,1,0.9999999,1,0.9999999
42655,1,1,0.9999999,1,0.9999999
17226,1,1,0.9999999,1,0.9999999
42846,1,1,0.9999999,1,0.9999999
6381,1,1,0.9999999,1,0.9999999
16549,1,1,0.9999999,1,0.9999999
16473,1,1,0.9999999,1,0.9999999
5371,1,1,0.9999999,1,0.9999999
16536,1,1,0.9999999,1,0.9999999
19288,1,1,0.9999999,1,0.9999999
5292,1,1,0.9999999,1,0.9999999
24644,1,1,0.9999999,1,0.9999999
24791,1,1,0.9999999,1,0.9999999
43015,1,1,0.9999999,1,0.9999999
42952,1,1,0.9999999,1,0.9999999
31564,1,1,0.9999999,1,0.9999999
17464,1,1,0.9999999,1,0.9999999
39380,1,1,0.9999999,1,0.9999999
24817,1,1,0.9999999,1,0.9999999
40795,1,1,0.9999999,1,0.9999999
30357,1,1,0.9999999,1,0.9999999
30499,1,1,0.9999999,1,0.9999999
7240,1,1,0.9999999,1,0.9999999
7328,1,1,0.9999999,1,0.9999999
32040,1,1,0.9999999,1,0.9999999
44310,1,1,0.9999999,1,0.9999999
24158,1,1,0.9999999,1,0.9999999
24905,1,1,0.9999999,1,0.9999999
24839,1,1,0.9999999,1,0.9999999
24849,1,1,0.9999999,1,0.9999999
22003,1,1,0.9999999,1,0.9999999
44211,1,1,0.9999999,1,0.9999999
37934,1,1,0.9999999,1,0.9999999
11694,1,1,0.9999999,1,0.9999999
41502,1,1,0.9999999,1,0.9999999
44419,1,1,0.9999999,1,0.9999999
13484,1,1,0.9999999,1,0.9999999
7649,1,1,0.9999999,1,0.9999999
7680,1,1,0.9999999,1,0.9999999
43971,1,1,0.9999999,1,0.9999999
42827,1,1,0.9999999,1,0.9999999
22566,1,1,0.9999999,1,0.9999999
9291,1,1,0.9999999,1,0.9999999
30811,1,1,0.9999999,1,0.9999999
9362,1,1,0.9999999,1,0.9999999
38567,1,1,0.9999999,1,0.9999999
40898,1,1,0.9999999,1,0.9999999
27480,1,1,0.9999999,1,0.9999999
19471,1,1,0.9999999,1,0.9999999
39144,1,1,0.9999999,1,0.9999999
3471,1,1,0.9999999,1,0.9999999
31204,1,1,0.9999999,1,0.9999999
8781,1,1,0.9999999,1,0.9999999
8481,1,1,0.9999999,1,0.9999999
8662,1,1,0.9999999,1,0.9999999
31081,1,1,0.9999999,1,0.9999999
6898,1,1,0.9999999,1,0.9999999
30104,1,1,0.9999999,1,0.9999999
25047,1,1,0.9999999,1,0.9999999
24998,1,1,0.9999999,1,0.9999999
4344,1,1,0.9999999,1,0.9999999
8178,1,1,0.9999999,1,0.9999999
8191,1,1,0.9999999,1,0.9999999
8036,1,1,0.9999999,1,0.9999999
8020,1,1,0.9999999,1,0.9999999
9781,1,1,0.9999999,1,0.9999999
5849,1,1,0.9999999,1,0.9999999
41074,1,1,0.9999999,1,0.9999999
41135,1,1,0.9999999,1,0.9999999
12342,1,1,0.9999999,1,0.9999999
41170,1,1,0.9999999,1,0.9999999
5269,1,1,0.9999999,1,0.9999999
27537,1,1,0.9999999,1,0.9999999
44563,1,1,0.9999999,1,0.9999999
31147,1,1,0.9999999,1,0.9999999
469,1,1,0.9999999,1,0.9999999
43611,1,1,0.9999999,1,0.9999999
17963,1,1,0.9999999,1,0.9999999
18200,1,1,0.9999999,1,0.9999999
827,1,1,0.9999999,1,0.9999999
8803,1,1,0.9999999,1,0.9999999
18360,1,1,0.99999976,1,0.99999976
135,1,1,0.99999976,1,0.99999976
5512,1,1,0.99999976,1,0.99999976
12527,1,1,0.99999976,1,0.99999976
41096,1,1,0.99999976,1,0.99999976
41006,1,1,0.99999976,1,0.99999976
44462,1,1,0.99999976,1,0.99999976
6008,1,1,0.99999976,1,0.99999976
21310,1,1,0.99999976,1,0.99999976
22613,1,1,0.99999976,1,0.99999976
43153,1,1,0.99999976,1,0.99999976
43129,1,1,0.99999976,1,0.99999976
44961,1,1,0.99999976,1,0.99999976
44936,1,1,0.99999976,1,0.99999976
30275,1,1,0.99999976,1,0.99999976
9183,1,1,0.99999976,1,0.99999976
46298,1,1,0.99999976,1,0.99999976
25933,1,1,0.99999976,1,0.99999976
26610,1,1,0.99999976,1,0.99999976
16268,1,1,0.99999976,1,0.99999976
25283,1,1,0.99999976,1,0.99999976
38949,1,1,0.99999976,1,0.99999976
43914,1,1,0.99999976,1,0.99999976
8342,1,1,0.99999976,1,0.99999976
43551,1,1,0.99999976,1,0.99999976
17251,1,1,0.99999976,1,0.99999976
3867,1,1,0.99999976,1,0.99999976
44042,1,1,0.99999976,1,0.99999976
23523,1,1,0.99999976,1,0.99999976
4984,1,1,0.99999976,1,0.99999976
11678,1,1,0.99999976,1,0.99999976
20666,1,1,0.99999976,1,0.99999976
13858,1,1,0.99999976,1,0.99999976
40157,1,1,0.99999976,1,0.99999976
40172,1,1,0.99999976,1,0.99999976
38702,1,1,0.99999976,1,0.99999976
40819,1,1,0.99999976,1,0.99999976
12979,1,1,0.99999976,1,0.99999976
19205,1,1,0.99999976,1,0.99999976
16522,1,1,0.99999976,1,0.99999976
13172,1,1,0.99999976,1,0.99999976
21459,1,1,0.99999976,1,0.99999976
17278,1,1,0.99999976,1,0.99999976
10337,1,1,0.99999976,1,0.99999976
17230,1,1,0.99999976,1,0.99999976
3939,1,1,0.99999976,1,0.99999976
39677,1,1,0.99999976,1,0.99999976
4781,1,1,0.99999976,1,0.99999976
20918,1,1,0.99999976,1,0.99999976
11486,1,1,0.99999976,1,0.99999976
1842,1,1,0.99999976,1,0.99999976
1855,1,1,0.99999976,1,0.99999976
27355,1,1,0.99999976,1,0.99999976
4632,1,1,0.99999976,1,0.99999976
28912,1,1,0.99999976,1,0.99999976
11224,1,1,0.99999976,1,0.99999976
15801,1,1,0.99999976,1,0.99999976
27941,1,1,0.99999976,1,0.99999976
2678,1,1,0.99999976,1,0.99999976
5451,1,1,0.99999976,1,0.99999976
29425,1,1,0.99999976,1,0.99999976
40979,1,1,0.99999976,1,0.99999976
5536,1,1,0.99999976,1,0.99999976
41291,1,1,0.99999976,1,0.99999976
12253,1,1,0.99999976,1,0.99999976
24295,1,1,0.99999976,1,0.99999976
12038,1,1,0.99999976,1,0.99999976
3810,1,1,0.99999976,1,0.99999976
3989,1,1,0.99999976,1,0.99999976
4080,1,1,0.99999976,1,0.99999976
7979,1,1,0.99999976,1,0.99999976
35205,1,1,0.99999976,1,0.99999976
9621,1,1,0.99999976,1,0.99999976
3274,1,1,0.99999976,1,0.99999976
3311,1,1,0.99999976,1,0.99999976
803,1,1,0.99999976,1,0.99999976
35071,1,1,0.99999976,1,0.99999976
35010,1,1,0.99999976,1,0.99999976
26794,1,1,0.99999976,1,0.99999976
20198,1,1,0.99999976,1,0.99999976
31492,1,1,0.99999976,1,0.99999976
39065,1,1,0.99999976,1,0.99999976
39454,1,1,0.99999976,1,0.99999976
3751,1,1,0.99999976,1,0.99999976
2834,1,1,0.99999976,1,0.99999976
2840,1,1,0.99999976,1,0.99999976
45337,1,1,0.99999976,1,0.99999976
44743,1,1,0.99999976,1,0.99999976
28985,1,1,0.99999976,1,0.99999976
1631,1,1,0.99999976,1,0.99999976
38046,1,1,0.99999976,1,0.99999976
27813,1,1,0.99999976,1,0.99999976
13690,1,1,0.99999976,1,0.99999976
19615,1,1,0.99999976,1,0.99999976
11286,1,1,0.99999976,1,0.99999976
37982,1,1,0.99999976,1,0.99999976
15802,1,1,0.99999976,1,0.99999976
6932,1,1,0.99999976,1,0.99999976
6933,1,1,0.99999976,1,0.99999976
36043,1,1,0.99999976,1,0.99999976
